job_id,asset_id,section_id,department,job_type,criticality,condition_score,age_days,days_since_last_maint,dept_code,safety_code,section_speed,section_length,is_statutory,latent_degradation_factor,true_priority,true_duration_p50,true_duration_p90,cost_of_waiting
HIST-JOB-00262,AST-S_A-0173,SEC-NDLS-GZB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.907,1689,121,2,2,130,25.5,0,0.752,0.445,52,79,2.33
HIST-JOB-00263,AST-ENG-0226,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.898,258,33,0,0,130,302.0,0,1.264,0.344,25,45,1.46
HIST-JOB-00264,AST-S_A-0141,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.932,1812,113,2,0,130,25.5,0,1.256,0.279,26,40,1.0
HIST-JOB-00265,AST-ENG-0047,SEC-ALJN-CNB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.964,737,36,0,3,130,302.0,0,0.934,0.321,89,138,1.29
HIST-JOB-00266,AST-ENG-0005,SEC-NDLS-GZB-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.733,934,254,0,3,130,25.5,0,1.129,0.419,116,145,2.09
HIST-JOB-00267,AST-TRD-0161,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.529,601,254,1,1,130,25.5,0,1.261,0.629,50,78,4.34
HIST-JOB-00268,AST-S_A-0272,SEC-GZB-ALJN-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.596,621,205,2,2,140,106.0,1,1.106,0.593,46,72,3.9
HIST-JOB-00269,AST-ENG-0045,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.558,932,331,0,0,130,302.0,0,0.842,0.584,51,66,3.8
HIST-JOB-00270,AST-ENG-0142,SEC-NDLS-GZB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.825,564,311,0,3,130,25.5,0,0.5,0.317,106,152,1.26
HIST-JOB-00271,AST-ENG-0261,SEC-NDLS-GZB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.621,1227,363,0,3,130,25.5,0,0.68,0.605,88,141,4.05
HIST-JOB-00272,AST-TRD-0198,SEC-ALJN-CNB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.64,1664,161,1,1,130,302.0,0,1.081,0.574,59,100,3.68
HIST-JOB-00273,AST-ENG-0188,SEC-NDLS-GZB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.859,109,194,0,3,130,25.5,0,0.664,0.339,120,158,1.43
HIST-JOB-00274,AST-ENG-0260,SEC-GZB-ALJN-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.963,358,18,0,0,140,106.0,1,0.946,0.42,73,122,2.1
HIST-JOB-00275,AST-TRD-0159,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.651,1794,215,1,1,130,302.0,0,0.901,0.562,50,72,3.54
HIST-JOB-00276,AST-ENG-0034,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.811,892,89,0,3,130,302.0,0,1.153,0.427,102,146,2.16
HIST-JOB-00277,AST-TRD-0029,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.98,1037,39,1,1,130,302.0,1,0.5,0.334,61,89,1.39
HIST-JOB-00278,AST-TRD-0268,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.859,779,71,1,1,130,302.0,1,1.568,0.406,57,81,1.97
HIST-JOB-00279,AST-TRD-0033,SEC-NDLS-GZB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.98,1160,70,1,1,130,25.5,0,0.712,0.253,45,81,0.84
HIST-JOB-00280,AST-TRD-0189,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.692,375,264,1,1,130,302.0,0,0.94,0.433,55,70,2.22
HIST-JOB-00281,AST-ENG-0024,SEC-GZB-ALJN-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.668,532,126,0,0,140,106.0,0,1.077,0.599,72,117,3.98
HIST-JOB-00282,AST-S_A-0115,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.92,1628,86,2,0,140,106.0,1,0.982,0.437,52,68,2.25
HIST-JOB-00283,AST-TRD-0115,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.98,1171,49,1,1,130,25.5,0,0.655,0.318,48,80,1.27
HIST-JOB-00284,AST-ENG-0234,SEC-GZB-ALJN-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.618,342,248,0,2,140,106.0,0,0.945,0.591,54,107,3.88
HIST-JOB-00285,AST-ENG-0280,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.523,1304,328,0,0,140,106.0,0,1.098,0.608,43,83,4.08
HIST-JOB-00286,AST-TRD-0001,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.653,86,219,1,1,130,25.5,0,1.239,0.534,32,65,3.23
HIST-JOB-00287,AST-S_A-0023,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.579,1035,224,2,2,130,302.0,0,0.983,0.642,35,47,4.5
HIST-JOB-00288,AST-TRD-0202,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.642,1751,200,1,1,130,302.0,0,1.004,0.548,48,59,3.39
HIST-JOB-00289,AST-ENG-0168,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.837,595,131,0,3,130,302.0,0,0.757,0.403,94,147,1.95
HIST-JOB-00290,AST-TRD-0080,SEC-GZB-ALJN-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.747,1173,129,1,1,140,106.0,0,1.471,0.481,65,78,2.68
HIST-JOB-00291,AST-ENG-0062,SEC-NDLS-GZB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.764,554,284,0,3,130,25.5,0,0.794,0.349,116,153,1.5
HIST-JOB-00292,AST-ENG-0128,SEC-NDLS-GZB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.454,1306,318,0,3,130,25.5,0,1.333,0.662,84,147,4.76
HIST-JOB-00293,AST-S_A-0049,SEC-GZB-ALJN-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.882,1125,99,2,2,140,106.0,0,0.625,0.501,59,77,2.88
HIST-JOB-00294,AST-S_A-0206,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.98,632,72,2,0,130,25.5,0,1.049,0.256,21,41,0.86
HIST-JOB-00295,AST-S_A-0048,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.892,1120,48,2,2,130,302.0,0,0.754,0.476,56,74,2.63
HIST-JOB-00296,AST-TRD-0016,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.722,234,246,1,1,130,25.5,0,1.012,0.508,59,90,2.95
HIST-JOB-00297,AST-S_A-0126,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.8,826,150,2,2,130,302.0,1,0.791,0.508,46,64,2.95
HIST-JOB-00298,AST-TRD-0270,SEC-GZB-ALJN-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.341,1747,291,1,1,140,106.0,0,1.509,0.717,55,76,5.49
HIST-JOB-00299,AST-TRD-0290,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.605,139,205,1,1,130,302.0,0,1.313,0.563,47,66,3.56
HIST-JOB-00300,AST-TRD-0242,SEC-GZB-ALJN-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.939,1167,102,1,1,140,106.0,1,0.769,0.363,55,76,1.61
HIST-JOB-00301,AST-S_A-0295,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.602,470,136,2,2,130,302.0,0,1.6,0.626,43,77,4.3
HIST-JOB-00302,AST-S_A-0015,SEC-GZB-ALJN-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.85,771,100,2,2,140,106.0,0,0.836,0.516,38,63,3.04
HIST-JOB-00303,AST-S_A-0113,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.643,831,262,2,2,130,302.0,1,0.704,0.596,43,77,3.94
HIST-JOB-00304,AST-ENG-0091,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.959,2017,10,0,0,130,302.0,0,0.959,0.381,47,82,1.76
HIST-JOB-00305,AST-TRD-0203,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.879,640,66,1,1,130,25.5,0,1.329,0.427,58,97,2.16
HIST-JOB-00306,AST-ENG-0163,SEC-GZB-ALJN-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.902,1296,175,0,3,140,106.0,0,0.592,0.312,122,160,1.23
HIST-JOB-00307,AST-ENG-0091,SEC-ALJN-CNB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.676,1521,124,0,0,130,302.0,0,1.377,0.567,81,114,3.6
HIST-JOB-00308,AST-ENG-0290,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.788,1663,300,0,0,130,302.0,0,0.604,0.455,56,67,2.42
HIST-JOB-00309,AST-ENG-0172,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.792,1034,187,0,3,140,106.0,0,1.262,0.383,104,167,1.78
HIST-JOB-00310,AST-S_A-0001,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.874,1146,117,2,0,130,25.5,0,0.983,0.327,20,58,1.34
HIST-JOB-00311,AST-ENG-0296,SEC-GZB-ALJN-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.71,741,221,0,2,140,106.0,0,0.759,0.545,55,105,3.35
HIST-JOB-00312,AST-TRD-0038,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.934,1908,47,1,1,130,25.5,1,1.011,0.352,40,58,1.53
HIST-JOB-00313,AST-TRD-0016,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.513,367,290,1,1,130,25.5,0,1.113,0.69,66,90,5.13
HIST-JOB-00314,AST-S_A-0210,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.666,735,320,2,2,130,302.0,1,0.753,0.509,28,46,2.97
HIST-JOB-00315,AST-TRD-0219,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.806,263,211,1,1,130,302.0,1,0.964,0.305,48,65,1.18
HIST-JOB-00316,AST-ENG-0060,SEC-GZB-ALJN-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.893,2027,112,0,3,140,106.0,0,0.791,0.396,84,140,1.89
HIST-JOB-00317,AST-TRD-0096,SEC-GZB-ALJN-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.975,1145,56,1,1,140,106.0,0,0.5,0.316,54,81,1.26
HIST-JOB-00318,AST-S_A-0050,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.764,1138,235,2,0,130,25.5,0,0.807,0.386,20,39,1.8
HIST-JOB-00319,AST-ENG-0244,SEC-ALJN-CNB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.688,991,293,0,3,130,302.0,0,0.826,0.535,99,146,3.24
HIST-JOB-00320,AST-TRD-0293,SEC-GZB-ALJN-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.858,1284,50,1,1,140,106.0,1,1.092,0.441,50,71,2.29
HIST-JOB-00321,AST-ENG-0076,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.823,744,118,0,0,130,25.5,0,1.259,0.352,35,46,1.53
HIST-JOB-00322,AST-TRD-0235,SEC-GZB-ALJN-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.917,334,54,1,1,140,106.0,0,0.879,0.309,45,81,1.21
HIST-JOB-00323,AST-ENG-0289,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.889,1778,67,0,0,130,302.0,0,0.782,0.372,40,63,1.69
HIST-JOB-00324,AST-ENG-0089,SEC-GZB-ALJN-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.736,1468,220,0,3,140,106.0,0,1.073,0.442,117,146,2.3
HIST-JOB-00325,AST-TRD-0244,SEC-GZB-ALJN-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.98,1705,29,1,1,140,106.0,0,1.212,0.203,38,88,0.57
HIST-JOB-00326,AST-TRD-0051,SEC-GZB-ALJN-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.752,142,182,1,1,140,106.0,0,1.313,0.366,52,87,1.64
HIST-JOB-00327,AST-TRD-0209,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.876,1374,147,1,1,130,25.5,1,0.871,0.389,46,61,1.83
HIST-JOB-00328,AST-S_A-0070,SEC-ALJN-CNB-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.94,1591,38,2,0,130,302.0,0,0.662,0.354,48,67,1.54
HIST-JOB-00329,AST-ENG-0189,SEC-NDLS-GZB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.837,296,137,0,0,130,25.5,0,1.166,0.427,43,68,2.16
HIST-JOB-00330,AST-S_A-0229,SEC-ALJN-CNB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.68,1685,335,2,0,130,302.0,0,1.017,0.411,32,54,2.02
HIST-JOB-00331,AST-ENG-0084,SEC-GZB-ALJN-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.773,729,142,0,0,140,106.0,0,0.802,0.536,84,111,3.25
HIST-JOB-00332,AST-TRD-0068,SEC-NDLS-GZB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.614,982,356,1,1,130,25.5,0,0.618,0.674,52,100,4.92
HIST-JOB-00333,AST-ENG-0112,SEC-ALJN-CNB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.319,1311,339,0,0,130,302.0,1,1.056,0.798,86,118,6.66
HIST-JOB-00334,AST-S_A-0145,SEC-GZB-ALJN-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.435,2192,329,2,0,140,106.0,0,1.525,0.587,28,52,3.83
HIST-JOB-00335,AST-TRD-0097,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.482,1192,337,1,1,130,302.0,0,1.071,0.62,62,79,4.23
HIST-JOB-00336,AST-ENG-0072,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.974,1044,39,0,0,130,302.0,0,1.179,0.205,32,61,0.58
HIST-JOB-00337,AST-ENG-0176,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.75,1774,217,0,0,130,302.0,0,0.791,0.464,55,66,2.51
HIST-JOB-00338,AST-TRD-0151,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.441,2008,353,1,1,130,302.0,1,1.043,0.675,49,60,4.93
HIST-JOB-00339,AST-ENG-0158,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.577,809,358,0,3,140,106.0,0,1.134,0.529,109,168,3.18
HIST-JOB-00340,AST-S_A-0299,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.798,1582,143,2,2,140,106.0,1,0.785,0.424,23,60,2.13
HIST-JOB-00341,AST-ENG-0176,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.466,1623,281,0,3,140,106.0,0,1.226,0.637,86,131,4.44
HIST-JOB-00342,AST-S_A-0091,SEC-ALJN-CNB-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.843,1934,83,2,2,130,302.0,0,1.08,0.458,37,50,2.45
HIST-JOB-00343,AST-TRD-0223,SEC-ALJN-CNB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.839,917,96,1,1,130,302.0,0,1.256,0.401,49,79,1.93
HIST-JOB-00344,AST-S_A-0165,SEC-GZB-ALJN-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.646,1817,254,2,2,140,106.0,1,0.932,0.538,33,43,3.28
HIST-JOB-00345,AST-TRD-0157,SEC-NDLS-GZB-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.757,1079,125,1,1,130,25.5,1,0.844,0.536,64,101,3.25
HIST-JOB-00346,AST-ENG-0223,SEC-NDLS-GZB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.81,247,162,0,0,130,25.5,0,0.785,0.503,88,120,2.9
HIST-JOB-00347,AST-ENG-0068,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.866,831,94,0,0,140,106.0,0,1.29,0.384,29,47,1.79
HIST-JOB-00348,AST-TRD-0131,SEC-ALJN-CNB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.513,149,311,1,1,130,302.0,0,0.821,0.692,53,97,5.15
HIST-JOB-00349,AST-ENG-0243,SEC-ALJN-CNB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.913,140,34,0,2,130,302.0,0,1.368,0.441,69,98,2.29
HIST-JOB-00350,AST-ENG-0071,SEC-NDLS-GZB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.847,98,164,0,0,130,25.5,0,0.759,0.338,41,59,1.42
HIST-JOB-00351,AST-S_A-0104,SEC-NDLS-GZB-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.931,1217,68,2,2,130,25.5,0,0.654,0.369,30,56,1.66
HIST-JOB-00352,AST-S_A-0121,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.817,1738,161,2,2,130,302.0,0,0.714,0.542,57,80,3.32
HIST-JOB-00353,AST-ENG-0119,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.83,2083,86,0,0,130,25.5,1,0.742,0.472,40,68,2.59
HIST-JOB-00354,AST-S_A-0161,SEC-GZB-ALJN-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.836,1141,247,2,0,140,106.0,0,0.864,0.355,26,46,1.55
HIST-JOB-00355,AST-S_A-0138,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.98,247,14,2,2,130,302.0,1,1.364,0.358,33,54,1.57
HIST-JOB-00356,AST-ENG-0245,SEC-GZB-ALJN-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.925,1463,103,0,3,140,106.0,0,0.704,0.385,94,147,1.79
HIST-JOB-00357,AST-S_A-0292,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.919,602,40,2,2,130,302.0,1,1.114,0.426,40,55,2.15
HIST-JOB-00358,AST-S_A-0250,SEC-NDLS-GZB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.739,1615,193,2,0,130,25.5,0,0.944,0.358,21,50,1.57
HIST-JOB-00359,AST-ENG-0290,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.98,1347,16,0,3,140,106.0,0,0.916,0.239,120,168,0.76
HIST-JOB-00360,AST-TRD-0178,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.682,1445,275,1,1,130,302.0,1,0.639,0.504,39,70,2.91
HIST-JOB-00361,AST-S_A-0039,SEC-NDLS-GZB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.925,283,15,2,2,130,25.5,0,1.17,0.434,42,52,2.23
HIST-JOB-00362,AST-S_A-0207,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.781,1046,179,2,0,140,106.0,0,0.885,0.45,52,67,2.38
HIST-JOB-00363,AST-TRD-0010,SEC-NDLS-GZB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.973,1895,55,1,1,130,25.5,1,0.565,0.356,47,78,1.56
HIST-JOB-00364,AST-ENG-0156,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.975,1748,28,0,3,140,106.0,1,0.787,0.255,121,164,0.85
HIST-JOB-00365,AST-TRD-0243,SEC-ALJN-CNB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.866,1548,37,1,1,130,302.0,0,0.71,0.504,71,104,2.91
HIST-JOB-00366,AST-S_A-0150,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.979,1913,68,2,2,130,302.0,1,0.559,0.438,53,90,2.26
HIST-JOB-00367,AST-S_A-0101,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.843,2076,81,2,2,130,302.0,0,1.418,0.516,50,89,3.04
HIST-JOB-00368,AST-TRD-0024,SEC-NDLS-GZB-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.795,1669,120,1,1,130,25.5,0,0.629,0.537,55,98,3.27
HIST-JOB-00369,AST-ENG-0300,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.956,2125,78,0,3,140,106.0,0,0.678,0.269,119,158,0.94
HIST-JOB-00370,AST-S_A-0165,SEC-ALJN-CNB-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.414,785,364,2,0,130,302.0,1,0.995,0.649,44,76,4.59
HIST-JOB-00371,AST-S_A-0212,SEC-GZB-ALJN-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.563,1076,150,2,2,140,106.0,0,1.552,0.64,31,49,4.48
HIST-JOB-00372,AST-TRD-0177,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.495,1345,293,1,1,130,302.0,0,1.137,0.608,51,91,4.08
HIST-JOB-00373,AST-ENG-0246,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.72,2123,287,0,0,130,302.0,1,0.63,0.399,33,57,1.91
HIST-JOB-00374,AST-S_A-0029,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.756,1231,226,2,2,130,302.0,1,0.793,0.432,26,41,2.21
HIST-JOB-00375,AST-TRD-0278,SEC-GZB-ALJN-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.32,1233,359,1,1,140,106.0,1,1.0,0.808,61,91,6.81
HIST-JOB-00376,AST-ENG-0288,SEC-GZB-ALJN-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.788,1913,62,0,2,140,106.0,0,1.478,0.497,59,113,2.84
HIST-JOB-00377,AST-S_A-0028,SEC-NDLS-GZB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.626,1238,364,2,2,130,25.5,0,0.555,0.589,37,62,3.86
HIST-JOB-00378,AST-ENG-0189,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.865,1089,113,0,0,130,302.0,0,0.509,0.365,44,80,1.63
HIST-JOB-00379,AST-TRD-0021,SEC-ALJN-CNB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.203,786,359,1,1,130,302.0,1,1.203,0.947,55,97,9.07
HIST-JOB-00380,AST-S_A-0080,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.898,1142,76,2,2,140,106.0,1,1.289,0.43,36,62,2.19
HIST-JOB-00381,AST-ENG-0113,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.355,1293,261,0,2,130,25.5,1,1.304,0.796,62,106,6.63
HIST-JOB-00382,AST-ENG-0110,SEC-ALJN-CNB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.687,339,268,0,0,130,302.0,0,0.694,0.619,83,117,4.22
HIST-JOB-00383,AST-TRD-0124,SEC-GZB-ALJN-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.636,2005,297,1,1,140,106.0,1,0.887,0.576,58,89,3.7
HIST-JOB-00384,AST-TRD-0145,SEC-NDLS-GZB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.933,1374,205,1,1,130,25.5,0,0.5,0.324,49,78,1.32
HIST-JOB-00385,AST-ENG-0043,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.58,2143,238,0,0,130,302.0,0,1.106,0.547,47,76,3.38
HIST-JOB-00386,AST-ENG-0106,SEC-NDLS-GZB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.687,90,330,0,3,130,25.5,0,1.017,0.446,115,148,2.34
HIST-JOB-00387,AST-S_A-0129,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.952,689,22,2,2,130,302.0,1,1.039,0.323,23,45,1.31
HIST-JOB-00388,AST-ENG-0200,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.744,992,142,0,3,130,302.0,0,1.057,0.492,92,125,2.79
HIST-JOB-00389,AST-ENG-0149,SEC-ALJN-CNB-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.529,319,309,0,3,130,302.0,0,1.399,0.578,118,148,3.73
HIST-JOB-00390,AST-TRD-0081,SEC-ALJN-CNB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.748,414,154,1,1,130,302.0,0,1.137,0.439,42,85,2.27
HIST-JOB-00391,AST-TRD-0006,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.445,1268,334,1,1,130,25.5,0,0.991,0.681,52,66,5.01
HIST-JOB-00392,AST-ENG-0108,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.947,231,12,0,0,130,25.5,0,1.296,0.259,24,49,0.88
HIST-JOB-00393,AST-S_A-0093,SEC-NDLS-GZB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.926,2159,82,2,2,130,25.5,0,0.693,0.456,48,73,2.43
